"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jan 12 12:44:41 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","0","Surefire suite","Surefire test","com.test.qabattle.tests.ArticlesTest","com.test.qabattle.tests.ArticlesTest","downloadArticleTest","Проверка скачивания описания статьи",""
"skipped","Tue Jan 12 12:44:41 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","0","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","incorrectLoginTest","Авторизация с некорректными данными",""
"broken","Tue Jan 12 12:44:41 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","1","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","afterMethod","afterMethod",""
"skipped","Tue Jan 12 12:44:41 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","1","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","loginFormTest","Валидация формы авторизации",""
"skipped","Tue Jan 12 12:44:41 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","0","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","successfulLoginTest","Успешная авторизация",""
"skipped","Tue Jan 12 12:44:41 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","1","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","dismissSecondAlertLoginTest","Авторизация с отменой второго алерта",""
"skipped","Tue Jan 12 12:44:41 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","0","Surefire suite","Surefire test","com.test.qabattle.tests.ArticlesTest","com.test.qabattle.tests.ArticlesTest","mainPageTest","Валидация главной страницы",""
"broken","Tue Jan 12 12:44:41 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","1","Surefire suite","Surefire test","com.test.qabattle.tests.ArticlesTest","com.test.qabattle.tests.ArticlesTest","beforeTest","beforeTest",""
"broken","Tue Jan 12 12:44:40 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","1163","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","clearLoginAndPassTest","Ввод и очистка полей логина и пароля",""
"skipped","Tue Jan 12 12:44:41 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","1","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","dismissFirstAlertLoginTest","Авторизация с отменой первого алерта",""
"skipped","Tue Jan 12 12:44:41 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","0","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","loginByCookiesTest","Авторизация через Cookie",""
"skipped","Tue Jan 12 12:44:41 GMT 2021","Tue Jan 12 12:44:41 GMT 2021","0","Surefire suite","Surefire test","com.test.qabattle.tests.ArticlesTest","com.test.qabattle.tests.ArticlesTest","mainPageArticlesTest","Валидация вложенных статей",""
