"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 13 07:53:13 GMT 2021","Wed Jan 13 07:53:14 GMT 2021","525","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","loginFormTest","Валидация формы авторизации",""
"passed","Wed Jan 13 07:53:14 GMT 2021","Wed Jan 13 07:53:27 GMT 2021","12857","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","successfulLoginTest","Успешная авторизация",""
"passed","Wed Jan 13 07:53:28 GMT 2021","Wed Jan 13 07:53:31 GMT 2021","2963","Surefire suite","Surefire test","com.test.qabattle.tests.ArticlesTest","com.test.qabattle.tests.ArticlesTest","downloadArticleTest","Проверка скачивания описания статьи",""
"passed","Wed Jan 13 07:53:31 GMT 2021","Wed Jan 13 07:53:33 GMT 2021","1199","Surefire suite","Surefire test","com.test.qabattle.tests.ArticlesTest","com.test.qabattle.tests.ArticlesTest","mainPageArticlesTest","Валидация вложенных статей",""
"passed","Wed Jan 13 07:52:47 GMT 2021","Wed Jan 13 07:52:58 GMT 2021","10732","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","dismissSecondAlertLoginTest","Авторизация с отменой второго алерта",""
"passed","Wed Jan 13 07:52:59 GMT 2021","Wed Jan 13 07:53:11 GMT 2021","12650","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","incorrectLoginTest","Авторизация с некорректными данными",""
"passed","Wed Jan 13 07:53:33 GMT 2021","Wed Jan 13 07:53:33 GMT 2021","316","Surefire suite","Surefire test","com.test.qabattle.tests.ArticlesTest","com.test.qabattle.tests.ArticlesTest","mainPageTest","Валидация главной страницы",""
"passed","Wed Jan 13 07:53:12 GMT 2021","Wed Jan 13 07:53:13 GMT 2021","1393","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","loginByCookiesTest","Авторизация через Cookie",""
"passed","Wed Jan 13 07:52:40 GMT 2021","Wed Jan 13 07:52:47 GMT 2021","6963","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","dismissFirstAlertLoginTest","Авторизация с отменой первого алерта",""
"failed","Wed Jan 13 07:52:25 GMT 2021","Wed Jan 13 07:52:39 GMT 2021","14698","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","clearLoginAndPassTest","Ввод и очистка полей логина и пароля",""
