"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jan 13 07:44:28 GMT 2021","Wed Jan 13 07:44:44 GMT 2021","15665","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","clearLoginAndPassTest","Ввод и очистка полей логина и пароля",""
"passed","Wed Jan 13 07:45:18 GMT 2021","Wed Jan 13 07:45:21 GMT 2021","2939","Surefire suite","Surefire test","com.test.qabattle.tests.ArticlesTest","com.test.qabattle.tests.ArticlesTest","downloadArticleTest","Проверка скачивания описания статьи",""
"passed","Wed Jan 13 07:44:53 GMT 2021","Wed Jan 13 07:45:04 GMT 2021","11058","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","incorrectLoginTest","Авторизация с некорректными данными",""
"passed","Wed Jan 13 07:44:47 GMT 2021","Wed Jan 13 07:44:52 GMT 2021","5237","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","dismissSecondAlertLoginTest","Авторизация с отменой второго алерта",""
"passed","Wed Jan 13 07:45:24 GMT 2021","Wed Jan 13 07:45:24 GMT 2021","303","Surefire suite","Surefire test","com.test.qabattle.tests.ArticlesTest","com.test.qabattle.tests.ArticlesTest","mainPageTest","Валидация главной страницы",""
"passed","Wed Jan 13 07:45:22 GMT 2021","Wed Jan 13 07:45:23 GMT 2021","1138","Surefire suite","Surefire test","com.test.qabattle.tests.ArticlesTest","com.test.qabattle.tests.ArticlesTest","mainPageArticlesTest","Валидация вложенных статей",""
"passed","Wed Jan 13 07:45:07 GMT 2021","Wed Jan 13 07:45:18 GMT 2021","11148","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","successfulLoginTest","Успешная авторизация",""
"passed","Wed Jan 13 07:44:44 GMT 2021","Wed Jan 13 07:44:47 GMT 2021","2292","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","dismissFirstAlertLoginTest","Авторизация с отменой первого алерта",""
"passed","Wed Jan 13 07:45:06 GMT 2021","Wed Jan 13 07:45:06 GMT 2021","599","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","loginFormTest","Валидация формы авторизации",""
"passed","Wed Jan 13 07:45:04 GMT 2021","Wed Jan 13 07:45:05 GMT 2021","838","Surefire suite","Surefire test","com.test.qabattle.tests.LoginTest","com.test.qabattle.tests.LoginTest","loginByCookiesTest","Авторизация через Cookie",""
